TAMANHO;UN;TU;RN;P4;P2;PP;P;M;G;GG;EG;XG;G1;G2;G3;G4;G5;G6;G7;G8;3G;4G;5G;6G;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75
CORES;PRETO;BRANCO;CINZA;AMARELO;AZUL;VERMELHO;VERDE;ROXO;LARANJA;MARROM;ROSA;BEGE;PRATA;DOURADO;PINK;LILÁS;BORDÔ;VIOLETA
